,index,skills
1289,1289,Микросервисы
1290,1290,разработка бэкенда
1291,1291,Английский — C1 — Продвинутый
1292,1292,1С: Предприятие 8
1293,1293,1С программирование
1294,1294,Разработка ПО
1295,1295,C++
1296,1296,MATLAB
1297,1297,Simulink
1298,1298,RTOS
1299,1299,Altium Designer
1300,1300,C
1301,1301,C++
1302,1302,MATLAB
1303,1303,Simulink
1304,1304,RTOS
1305,1305,Altium Designer
1306,1306,C
1307,1307,1С: Зарплата и управление персоналом
1308,1308,1С:ЗУП
1309,1309,PHP
1310,1310,Symfony
1311,1311,JavaScript
1312,1312,jQuery
1313,1313,MySQL
1314,1314,REST
1315,1315,ORM
1316,1316,1С программирование
1317,1317,1С: Предприятие 8
1318,1318,1C: ERP
1319,1319,1С: Бухгалтерия
1320,1320,1С: Управление Торговлей
1321,1321,ERP-системы на базе 1С
1322,1322,CAD
1323,1323,Компас-3D
1324,1324,Наладка оборудования
1325,1325,Разработка технической документации
1326,1326,Технологии машиностроения и приборостроения
1327,1327,Тексты на техническую тематику
1328,1328,Нормативно-техническая документация
1329,1329,Английский — B1 — Средний
1330,1330,1С программирование
1331,1331,1С: Управление Торговлей
1332,1332,1С: Предприятие
1333,1333,ERP
1334,1334,PHP
1335,1335,Symfony
1336,1336,Redis
1337,1337,RabbitMQ
1338,1338,SQL
1339,1339,ChatGPT
1340,1340,1С: Управление предприятием
1341,1341,1C: Зарплата и кадры
1342,1342,ERP
1343,1343,ERP-системы на базе 1С
1344,1344,1С программирование
1345,1345,Обновление конфигурации 1С
1346,1346,программирование
1347,1347,1С: Документооборот
1348,1348,1С программирование
1349,1349,1С: Предприятие 8
1350,1350,Обновление конфигурации 1С
1351,1351,1С: Бухгалтерия
1352,1352,1С: Управление Торговлей
1353,1353,1С: Розница
1354,1354,1С: Бухгалтерия и склад
1355,1355,1С: Документооборот
1356,1356,1С: Зарплата и кадры
1357,1357,1С: Зарплата и управление персоналом
1358,1358,1С: Склад
1359,1359,1С: Торговля и склад
1360,1360,1С программирование
1361,1361,1С: Предприятие 8
1362,1362,Работа с базами данных
1363,1363,1С: Документооборот
1364,1364,1С: Розница
1365,1365,TypeScript
1366,1366,JavaScript
1367,1367,HTML/CSS
1368,1368,Написание ТЗ
1369,1369,Автоматизация технологических процессов
1370,1370,Информационные технологии
1371,1371,Обучение и развитие
1372,1372,АСУ ТП
1373,1373,Производство пусконаладочных работ
1374,1374,Разработка ПО
1375,1375,Автоматизация производства
1376,1376,Английский — A1 — Начальный
1377,1377,1С программирование
1378,1378,1С: УАТ
1379,1379,1С:Управление автотранспортом
1380,1380,БСП
1381,1381,WMS
1382,1382,TMS
1383,1383,1С: Управление Торговлей
1384,1384,1С программирование
1385,1385,Оптимизация кода
1386,1386,1С: Предприятие 8
1387,1387,Автоматизация
1388,1388,1С: Управление предприятием
1389,1389,1С: Управление холдингом
1390,1390,Регламентированный учет
1391,1391,Оперативный учет
1392,1392,Рефакторинг кода
1393,1393,PHP
1394,1394,MySQL
1395,1395,HTML
1396,1396,Bootstrap
1397,1397,jQuery
1398,1398,Git
1399,1399,REST API
1400,1400,Sphinx
1401,1401,Docker-compose
1402,1402,Python
1403,1403,REST
1404,1404,PostgreSQL
1405,1405,Redis
1406,1406,Git
1407,1407,Unit Testing
1408,1408,git-flow
1409,1409,TDD
1410,1410,BDD
1411,1411,Agile Project Management
1412,1412,FastAPI
1413,1413,SQL
1414,1414,PostgreSQL
1415,1415,MS SQL
1416,1416,ORACLE
1417,1417,OLTP
1418,1418,PostGIS
1419,1419,Оптимизация запросов
1420,1420,СУБД
1421,1421,Проектирование
1422,1422,Программирование микроконтроллеров
1423,1423,Схемотехника электронного оборудования
1424,1424,Разработка ПО
1425,1425,C++
1426,1426,Altium Designer
1427,1427,1С программирование
1428,1428,1С: Розница
1429,1429,PHP
1430,1430,ООП
1431,1431,REST API
1432,1432,Docker
1433,1433,RabbitMQ
1434,1434,PHP
1435,1435,ООП
1436,1436,REST API
1437,1437,Docker
1438,1438,RabbitMQ
1439,1439,PHP
1440,1440,JavaScript
1441,1441,Laravel
1442,1442,SQL
1443,1443,MySQL
1444,1444,PostgreSQL
1445,1445,Git
1446,1446,Project management
1447,1447,Постановка задач разработчикам
1448,1448,Agile Project Management
1449,1449,Управление интернет-проектами
1450,1450,Управление командой
1451,1451,Проектный менеджмент
1452,1452,Расстановка приоритетов
1453,1453,ASP.NET Core
1454,1454,PostgreSQL
1455,1455,SQL
1456,1456,Git
1457,1457,XML
1458,1458,Xsd
1459,1459,XML/Xslt
1460,1460,XPath
1461,1461,JavaScript
1462,1462,Проектная документация
1463,1463,Разработка технических заданий
1464,1464,Cистемы управления базами данных
1465,1465,Производство пусконаладочных работ
1466,1466,MS SQL
1467,1467,C/C++
1468,1468,VBA
1469,1469,С#
1470,1470,САПР
1471,1471,SIMATIC
1472,1472,АСУ ТП
1473,1473,Автоматизация производства
1474,1474,Энергетика
1475,1475,Проектирование
1476,1476,Пуско-наладочные работы
1477,1477,ePLAN
1478,1478,AutoCAD
1479,1479,MS Office
1480,1480,Нормативно-техническая документация
1481,1481,3D Моделирование
1482,1482,Станки ЧПУ
1483,1483,Compass 3D
1484,1484,Многозадачность
1485,1485,Машиностроение
1486,1486,Работа с большим объемом информации
1487,1487,Английский язык
1488,1488,Конференции
1489,1489,продажи
1490,1490,Ориентация на результат
1491,1491,команда
1492,1492,мировой рынок
1493,1493,WEB3
1494,1494,Крипта
1495,1495,блокчейн
1496,1496,Blockchain
1497,1497,Crypto
1498,1498,PHP
1499,1499,PHP5
1500,1500,PHP8
1501,1501,Symfony
1502,1502,SQL
1503,1503,MySQL
1504,1504,.NET Core
1505,1505,PostgreSQL
1506,1506,MS SQL
1507,1507,Secuity Software
1508,1508,Управление проектами
1509,1509,Ведение переговоров
1510,1510,Работа в команде
1511,1511,Организаторские навыки
1512,1512,ГИС
1513,1513,Картография
1514,1514,Сельское хозяйство
1515,1515,B2B Продажи
1516,1516,Международные рынки
1517,1517,Подготовка коммерческих предложений
1518,1518,Теплые продажи
1519,1519,Консультирование клиентов
1520,1520,Английский — B2 — Средне-продвинутый
1521,1521,Наладка оборудования
1522,1522,Ремонт оборудования
1523,1523,Знание технологических процессов
1524,1524,Компас-3D
1525,1525,САПР
1526,1526,CAD
1527,1527,Обучение персонала
1528,1528,Консультирование
1529,1529,Системный анализ
1530,1530,Аналитическое мышление
1531,1531,Бизнес-анализ
1532,1532,SQL
1533,1533,Tableau
1534,1534,Power BI
1535,1535,Data Mining
1536,1536,ETL
1537,1537,OLAP
1538,1538,Project management
1539,1539,Управление командой
1540,1540,Прямые продажи
1541,1541,B2B Продажи
1542,1542,Объектные продажи
1543,1543,Ведение проектов
1544,1544,Проведение презентаций
1545,1545,Деловое общение
1546,1546,Заключение договоров
1547,1547,Деловая коммуникация
1548,1548,Региональное развитие
1549,1549,Linux
1550,1550,Bash
1551,1551,Kali
1552,1552,Анализ исходных текстов
1553,1553,НСД
1554,1554,Организация делопроизводства
1555,1555,Электронный документооборот
1556,1556,Телефонные переговоры
1557,1557,Электронная почта
1558,1558,Организация мероприятий
1559,1559,Информационная безопасность
1560,1560,Организация работы приемной
1561,1561,Организация деловых встреч
1562,1562,Деловая переписка
1563,1563,Автоматизация управленческой отчетности
1564,1564,Web-дизайн
1565,1565,Дизайн-ревью
1566,1566,Графический дизайн
1567,1567,Дизайн-мышление
1568,1568,Adobe Photoshop
1569,1569,Figma
1570,1570,Adobe After Effects
1571,1571,Адаптивный дизайн
1572,1572,Adobe Illustrator
1573,1573,Веб-дизайн
1574,1574,Моушн-дизайн
1575,1575,Поиск и привлечение клиентов
1576,1576,Ведение переговоров
1577,1577,Холодные продажи
1578,1578,Планирование продаж
1579,1579,Заключение договоров
1580,1580,Развитие продаж
1581,1581,Информационная безопасность
1582,1582,SIEM
1583,1583,PowerShell
1584,1584,B2B Продажи
1585,1585,Business Development
1586,1586,Работа с ключевыми клиентами
1587,1587,Ведение переговоров
1588,1588,1С: Предприятие 8
1589,1589,1С: Зарплата и управление персоналом
1590,1590,Проектный менеджмент
1591,1591,Согласование договоров
1592,1592,Управление рисками
1593,1593,Управление командой
1594,1594,Постановка задач разработчикам
1595,1595,Организаторские навыки
1596,1596,SEO
1597,1597,Внешняя оптимизация сайта
1598,1598,Веб-аналитика
1599,1599,Внутренняя оптимизация сайта
1600,1600,SEO оптимизация
1601,1601,SEO-тексты
1602,1602,Яндекс.Директ
1603,1603,Запуск контекстных кампаний
1604,1604,Автоматизация контекстных кампаний
1605,1605,Внешний аудит контекстной рекламы
1606,1606,Работа с контекстными площадками
1607,1607,Таргетинг
1608,1608,Roistat
1609,1609,Performance-маркетинг
1610,1610,Лидогенерация
1611,1611,Сквозная аналитика
1612,1612,Автоматизация маркетинговых кампаний
1613,1613,Верстка сайтов
1614,1614,Интернет-маркетинг
1615,1615,Яндекс.Метрика
1616,1616,Яндекс.Вебмастер
1617,1617,Составление семантического ядра
1618,1618,HTML
1619,1619,Сегментирование аудитории
1620,1620,Контент-маркетинг
1621,1621,Анализ трафика
1622,1622,Key Collector
1623,1623,Яндекс.Wordstat
1624,1624,SQL
1625,1625,Техническая поддержка
1626,1626,CRM
1627,1627,MS SQL
1628,1628,Аналитическое мышление
1629,1629,Грамотность
1630,1630,Деловая коммуникация
1631,1631,Высокая скорость печати
1632,1632,Администрирование серверов Linux
1633,1633,Администрирование серверов
1634,1634,Администрирование серверов Windows
1635,1635,Linux
1636,1636,Kubernetes
1637,1637,OpenShift
